county,
48441,
72003,
72005,
72099,
39133,
39153,
13095,
13177,
36001,
36057,
36083,
36091,
36093,
36095,
35001,
35043,
35061,
22079,
42025,
42077,
42095,
42013,
48375,
48381,
02020,
26091,
26093,
26161,
01015,
55015,
55087,
55139,
72013,
72027,
72065,
37021,
37115,
13059,
13195,
13219,
13013,
13015,
13045,
13057,
13063,
13067,
13077,
13089,
13097,
13113,
13117,
13121,
13135,
13151,
13217,
13223,
13227,
13247,
13255,
13297,
34001,
34009,
01081,
13073,
13189,
13245,
45003,
45037,
48021,
48055,
48209,
48453,
48491,
06029,
24003,
24005,
24013,
24025,
24027,
24035,
24510,
23019,
25001,
22005,
22033,
22063,
22121,
48199,
48245,
48361,
53073,
26021,
34003,
34031,
30111,
28045,
28047,
28059,
36007,
36107,
01009,
01073,
01115,
01117,
38015,
38059,
18105,
17113,
16001,
16027,
25005,
25009,
25017,
25021,
25023,
25025,
25027,
33011,
33013,
33015,
33017,
08013,
48039,
53035,
48061,
48041,
36029,
36063,
50007,
50011,
50013,
72025,
72035,
72041,
72063,
72129,
39019,
39151,
56025,
19113,
17019,
45015,
45019,
45035,
54039,
54079,
37025,
37071,
37109,
37119,
37159,
37167,
37179,
45091,
51003,
51065,
51079,
51540,
13047,
13083,
13295,
47065,
47115,
56021,
17031,
17037,
17043,
17063,
17089,
17093,
17097,
17111,
17197,
06007,
18029,
18115,
21015,
21037,
21077,
21081,
21117,
21191,
39015,
39025,
39061,
39165,
21047,
47125,
39007,
39035,
39055,
39085,
39093,
39103,
08041,
29019,
45063,
45079,
01113,
13053,
13145,
13215,
39041,
39045,
39049,
39089,
39097,
39129,
48355,
48409,
41003,
24001,
54057,
48085,
48113,
48121,
48139,
48213,
48231,
48257,
48397,
51143,
51590,
17073,
17161,
19163,
39023,
39057,
39109,
39113,
12035,
12127,
01079,
01103,
17115,
08001,
08005,
08031,
08035,
08059,
19049,
19153,
19181,
26087,
26099,
26115,
26125,
26147,
26163,
01045,
01069,
10001,
19061,
27137,
55031,
36027,
55017,
55035,
48141,
18039,
36015,
40047,
42049,
41039,
18129,
18163,
18173,
21101,
27027,
38017,
37051,
05007,
05143,
04005,
49025,
26049,
01033,
01077,
45041,
08069,
12011,
12071,
12085,
12111,
05033,
05131,
40135,
12091,
18001,
18003,
18033,
18069,
18179,
18183,
48221,
48251,
48367,
48439,
06019,
06039,
01055,
12001,
48167,
18089,
18127,
36113,
36115,
37191,
27119,
38035,
08077,
26005,
26081,
26121,
26139,
30013,
08123,
55009,
37001,
37057,
37059,
37067,
37081,
37151,
37169,
37197,
37147,
45007,
45021,
45045,
45077,
45083,
24043,
39017,
42041,
42043,
42075,
42099,
09003,
09007,
09013,
28035,
28073,
37003,
37023,
37027,
37035,
15003,
22057,
22109,
48071,
48157,
48201,
48291,
48339,
48473,
21019,
21043,
21089,
39087,
54011,
54099,
01083,
01089,
18011,
18057,
18059,
18063,
18081,
18095,
18097,
18109,
18145,
19103,
26075,
28049,
28089,
28121,
47023,
47113,
12019,
12031,
12089,
12109,
37133,
36013,
55105,
34017,
47019,
47073,
47163,
47171,
47179,
51169,
51191,
51520,
42021,
42111,
05031,
29097,
29145,
26025,
26077,
26159,
17091,
20091,
20103,
20121,
20209,
29037,
29047,
29049,
29095,
29107,
29165,
29177,
55059,
48027,
48099,
47001,
47009,
47093,
47105,
47155,
47173,
18067,
18159,
27055,
55063,
22001,
22055,
22097,
22099,
18023,
18157,
22019,
12105,
42071,
26037,
26045,
26065,
48479,
35013,
04015,
32003,
32023,
20045,
40031,
23001,
21017,
21049,
21067,
21113,
21151,
21209,
21239,
39003,
39011,
31109,
05045,
05085,
05119,
05125,
48183,
48203,
48459,
06037,
18019,
18043,
18061,
18143,
21029,
21111,
21185,
48303,
51009,
51019,
51031,
51515,
51680,
13021,
13153,
13169,
13225,
13289,
55025,
39033,
39139,
72011,
72023,
72067,
72097,
72121,
72125,
48215,
41029,
12009,
05035,
28033,
47047,
47157,
47167,
06047,
12086,
34019,
34023,
34035,
55079,
55089,
55131,
55133,
27003,
27019,
27025,
27037,
27053,
27059,
27123,
27139,
27141,
27163,
27171,
55093,
55109,
30063,
01003,
01097,
06099,
34025,
34029,
22073,
01001,
01051,
01101,
18035,
45051,
12021,
47021,
47037,
47043,
47147,
47149,
47165,
47187,
47189,
36059,
36103,
09001,
09009,
09011,
22051,
22071,
22075,
22087,
22089,
22093,
22095,
22103,
36005,
36047,
36061,
36079,
36081,
36085,
36087,
36119,
34013,
34027,
34037,
34039,
34041,
36071,
42103,
37053,
51073,
51093,
51095,
51115,
51199,
51550,
51650,
51700,
51710,
51735,
51740,
51800,
51810,
51830,
06001,
06013,
12083,
48135,
48329,
40017,
40027,
40083,
40087,
40109,
40125,
53067,
19155,
31025,
31055,
31153,
31177,
06059,
12069,
12095,
12097,
12117,
21059,
12005,
39167,
54107,
12033,
12113,
17143,
17179,
17203,
34005,
34007,
34015,
34033,
42017,
42029,
42045,
42091,
42101,
04013,
04021,
05069,
42003,
42007,
42019,
42051,
42125,
42129,
25003,
16005,
72059,
72075,
72111,
72113,
72149,
72153,
23005,
23023,
23031,
41005,
41009,
41051,
41067,
41071,
53011,
44001,
44003,
44007,
44009,
49049,
08101,
12015,
55101,
37037,
37063,
37069,
37101,
37135,
37183,
46103,
42011,
06089,
32031,
53005,
53021,
51036,
51041,
51053,
51075,
51085,
51087,
51127,
51145,
51149,
51570,
51670,
51730,
51760,
06065,
06071,
51023,
51161,
51770,
51775,
27109,
36037,
36051,
36055,
36069,
36073,
36117,
17007,
17141,
17201,
37065,
37127,
06017,
06061,
06067,
26017,
26111,
26145,
27009,
27145,
29003,
29021,
17027,
17083,
17119,
17133,
17163,
29071,
29099,
29113,
29183,
29189,
29219,
29510,
41047,
41053,
06053,
49011,
49035,
49057,
48451,
48029,
48091,
48187,
48493,
06073,
06041,
06075,
06081,
06085,
72007,
72017,
72021,
72029,
72031,
72033,
72037,
72045,
72047,
72051,
72053,
72054,
72061,
72069,
72077,
72085,
72087,
72089,
72091,
72101,
72103,
72105,
72119,
72127,
72135,
72137,
72139,
72143,
72145,
72151,
06079,
06083,
06087,
35028,
35049,
06097,
12081,
12115,
13029,
13051,
13103,
42037,
42069,
42079,
42131,
53029,
53033,
53061,
42085,
55117,
48181,
22015,
22017,
22119,
19193,
31043,
46083,
46099,
18141,
53063,
17129,
17167,
29043,
29077,
29225,
25013,
25015,
42027,
39081,
54009,
54029,
06077,
45085,
36011,
36053,
36067,
36075,
53053,
12039,
12073,
12053,
12057,
12101,
12103,
18021,
18165,
18167,
05091,
48037,
39051,
39095,
39173,
20177,
34021,
04019,
40037,
40113,
40131,
40143,
40145,
01125,
48423,
36043,
36065,
06055,
06095,
06111,
48469,
34011,
06107,
48309,
11001,
24009,
24017,
24021,
24031,
24033,
51013,
51043,
51047,
51059,
51061,
51099,
51107,
51153,
51177,
51179,
51187,
51510,
51600,
51610,
51630,
51683,
51685,
54003,
54037,
19013,
55073,
12099,
39013,
54051,
54069,
20015,
20079,
20173,
48009,
48485,
42081,
10003,
24015,
37019,
37129,
53077,
06113,
42133,
39029,
39099,
39155,
06101,
06115,
04027,
