"block","concentration","area"
"01001",444.27271568955,2385.853634
"01003",8376.12777522081,8002.915339
"01005",68.2923526160038,3570.622747
"01007",359.096375218682,2471.83255
"01009",8802.17790904883,2568.381062
"01011",131.992396242589,2461.781186
"01013",10.68057882152,3070.72819
"01015",28249.4528345259,2417.033325
"01017",33.2775153782768,2380.815218
"01019",1076.64477776778,2368.441
"01021",110.444735861999,2766.455879
"01023",105.705268591213,3614.140626
"01025",236.825567783699,4944.598234
"01027",1814.75839558855,2392.215258
"01029",6753.43799264625,2214.631562
"01031",76.1970170267369,2686.284797
"01033",6438.99515737755,2455.891283
"01035",135.238029648938,3366.158866
"01037",19.8745332051537,2630.44476
"01039",18.7183478098543,4120.409208
"01041",165.909056981055,2411.619608
"01043",68738.1876987314,2980.483433
"01045",36.2013127434279,2221.282387
"01047",231.202956127447,3923.094276
"01049",2315.6528583945,3073.914483
"01051",169.575102137616,2593.70292
"01053",182.161697296319,3762.574141
"01055",1989.49906147943,2165.734063
"01057",127.112137576955,2484.408783
"01059",863.414235518489,2552.176585
"01061",17.5234376654049,2285.435193
"01063",71.6628447800066,2605.149776
"01065",62.9225383407716,2591.573407
"01067",35.1898074948081,2243.429809
"01069",155.75994624594,2296.112865
"01071",404.611599846496,4447.976969
"01073",22220.0909869767,4436.313926
"01075",1224.91048083586,2390.103873
"01077",5612.18787890399,2846.150786
"01079",17057.1787619831,2831.172417
"01081",454.313163688669,2431.096124
"01083",18662.3020432559,2396.901529
"01085",242.844250898485,2862.258016
"01087",163.350103719099,2420.670547
"01089",2599.23890085323,3208.23361
"01091",294.875916838152,3879.137768
"01093",2338.98184595539,2935.290813
"01095",1675.96947239321,2460.034157
"01097",7087.81916349341,6489.820444
"01099",658.925170928541,4083.416926
"01101",454.181814874827,3157.695039
"01103",34524.9138206127,2364.795813
"01105",35.2322578442794,2857.551328
"01107",216.013987788595,3513.820868
"01109",825.667197205483,2656.727288
"01111",455.874321512891,2305.900318
"01113",291.008549495754,2554.818493
"01115",16373.7288328404,2580.277065
"01117",2053.50933252023,3195.640112
"01119",149.821231420224,3605.384223
"01121",15255.2275722417,3001.357803
"01123",41.9752428804869,3024.83503
"01125",612.912860137625,5334.128746
"01127",2187.35102797752,3178.557568
"01129",345.960166079497,4297.174191
"01131",564.508842932594,3582.05555
"01133",5500.48608846451,2494.327071
"04001",0.0597512232242105,201.092977
"04003",0.337932642859745,8508.000272
"04005",1.84099443034809,16770.027783
"04007",12497.8465766101,7659.13298
"04009",3413.54533827517,2051.234657
"04012",0.349215881233575,9687.560853
"04013",916.865937460342,20903.192952
"04015",2.9458050894053,28780.165197
"04017",0.139346016775836,10423.033261
"04019",166.284923961119,13623.339861
"04021",5357.14085256131,20823.679264
"04023",1.09465378560579,951.612932
"04025",8.38921348820921,17193.931207
"04027",24.3845257925394,6863.494927
"05001",70.7557680289982,4080.782058
"05003",322.875969610051,3712.645544
"05005",145.458232409347,2316.093543
"05007",75.3387008357926,3489.26837
"05009",1.14500250599123,2375.762424
"05011",118.167179083176,2577.420268
"05013",362.973986838731,2496.420948
"05015",4.5001649361848,2521.699886
"05017",30.6825525247717,2623.236353
"05019",28.2290479919821,3485.014034
"05021",376.929347829852,2532.10571
"05023",42.7847599367861,2336.641463
"05025",84.7832811765152,2363.589216
"05027",1695.1025489163,3026.791192
"05029",1002.37015804054,2236.94652
"05031",79.9256384850003,2813.319399
"05033",76.1291185856,2385.290677
"05035",2178.6299473679,2512.141253
"05037",90.3191192842975,2456.581414
"05039",36.7042886766503,2637.384787
"05041",204.796061672859,3235.12055
"05043",37.8009914585344,3298.805872
"05045",3144.07299584521,2621.461335
"05047",80.5264233465359,2446.066846
"05049",7.97047278674658,2448.779314
"05051",49.5618736478939,2899.969027
"05053",149.430106228525,2498.518574
"05055",379.010617277711,2287.849376
"05057",452.787957094068,2925.838911
"05059",96.4553927117132,2456.058673
"05061",595.165268317368,2350.020628
"05063",60.2023205785435,3045.605408
"05065",8.61780748500168,2305.439352
"05067",12.1814776461291,2532.360852
"05069",253.008670727769,3607.172791
"05071",325.915129760577,2695.167677
"05073",174.649798892039,2151.732821
"05075",16.8305525953795,2338.305371
"05077",50.3785378625387,2350.227954
"05079",50.2888651216317,2258.726535
"05081",910.361027992031,2229.442437
"05083",302.887669774383,2887.846742
"05085",121.121662663943,3169.252408
"05087",4.68901108999452,3304.414975
"05089",22.6916955195503,2527.692011
"05091",311.462396673981,2517.159758
"05093",1613.31871739806,3631.00776
"05095",7.09968665380976,1871.086605
"05097",44.2923335947407,3159.189225
"05099",115.628230330585,2450.006959
"05101",0.0395282858503597,3249.566374
"05103",203.118770193136,2920.209546
"05105",412.076588498639,2212.721361
"05107",12.0180597016936,2871.234426
"05109",83.8789476626764,2424.298688
"05111",37.9811071026928,3014.392136
"05113",1935.03857861963,3404.615453
"05115",1853.46756347125,3279.5344
"05117",11.6017315822497,2504.748606
"05119",1010.41727133807,3188.299823
"05121",5.28703361889417,2589.746746
"05123",177.21893436803,2532.438471
"05125",169.650616488339,2883.641631
"05127",131.931144154309,3435.460513
"05129",2.16964413090384,2638.976786
"05131",778.329464588861,2155.999636
"05133",255.812321362892,2294.631347
"05135",6.41697884793321,2379.935298
"05137",4.49767436305408,2405.75798
"05139",893.954259336848,4165.45742
"05141",98.7033635849843,2859.145077
"05143",100.348205538115,3759.679455
"05145",163.587826377205,4113.924324
"05147",8.00307300625737,2344.901605
"05149",209.731807196371,3443.386486
"06001",216.810508140044,3242.237934
"06003",1.86417081861344,1972.388215
